Country Name,Country Code,Series Name,Series Code,1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Macao SAR, China",MAC,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.006,48.302,46.73,46.982,47.234,47.486,47.738,47.99,44.44,46.106,47.78,44.425,41.12,33.08,33.5,37.72,39.18,45.03,47.22,49.855,47.818,48.318,45.227,47,46.1,44.736,41.682,41.842,42.559,42.969,42.153,42.477,42.969,45.119,45.294
Madagascar,MDG,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.735,73.596,73.467,73.351,73.26,73.205,73.196,73.219,73.26,73.297,73.307,73.31,73.307,73.27,73.191,73.06,73.046,73.032,73.019,73.005,72.991,72.977,72.963,72.95,72.936,72.922,72.51,72.134,71.798,71.49,70.47,70.596,70.417,70.21,70.091
Malawi,MWI,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67,67.191,67.429,67.55,67.687,67.659,67.624,67.598,67.62,67.621,67.573,67.58,67.584,67.566,67.561,67.601,66.108,64.574,62.985,61.344,59.671,57.972,56.863,55.745,54.624,53.501,52.381,51.264,50.754,50.198,52.868,50.099,50.207,50.218,49.781
Malaysia,MYS,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.934,41.124,40.387,39.533,38.76,37.914,37.043,36.485,37.79,37.352,36.596,36.857,36.51,36.106,35.576,35.211,34.809,34.316,33.988,34.426,33.751,33.31,33.915,34.525,35.14,34.47,35.33,35.62,35.91,37.65,34.88,42.57,37.315,36.981,36.981
Maldives,MDV,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.947,18.695,19.464,20.26,21.088,21.921,23.372,24.879,26.455,28.095,29.793,30.589,31.383,32.178,32.974,33.776,34.491,35.149,35.902,36.794,37.544,38.383,39.301,40.287,41.273,42.109,42.839,42.876,42.685,42.226,41.627,41.966,40.662,40.457,40.701
Mali,MLI,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.017,52.138,52.24,52.282,52.267,52.203,52.112,52.008,51.864,51.708,51.575,51.441,51.338,51.287,51.298,51.385,51.517,51.661,51.831,52.031,52.265,52.516,52.871,53.159,53.252,57.198,55.325,53.439,53.28,53.039,41.476,52.452,52.338,52.121,52.086
Malta,MLT,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.259,62.234,61.841,60.995,60.69,60.789,60.594,59.413,59.619,59.207,58.892,60.476,58.086,57.07,50.352,51.326,49.061,50.461,49.989,48.304,48.096,47.964,48.92,50.262,52.319,49.424,48.896,51.15,56.306,55.018,52.112,52.717,55.877,52.196,52.286
Marshall Islands,MHL,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.516,15.622,15.443,15.245,15.316,15.573,16.022,16.32,16.423,16.462,16.468,16.413,16.467,16.491,16.513,16.528,16.532,16.557,16.47,16.336,16.32,16.424,16.616,15.948,15.269,14.611,13.974,13.358,13.28,13.178,12.903,13.074,12.719,12.524,12.426
Mauritius,MUS,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.79,37.361,36.907,36.428,35.904,35.35,35.416,35.482,35.548,35.614,35.68,31.605,33.947,35.53,35.235,34.945,35.933,34.138,32.173,31.347,33.528,32.62,32.714,32.022,32.687,35.828,35.552,35.664,37.256,34.583,30.84,27.606,26.778,26.288,26.271
Mexico,MEX,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.581,34.542,35.221,35.942,35.827,37.284,35.99,36.704,37.428,36.466,36.294,34.635,32.682,32.633,32.471,34.323,34.983,35.09,34.131,33.381,33.285,33.31,33.833,33.089,32.06,31.646,31.248,30.832,30.898,32.402,28.668,32.518,32.446,33.67,33.642
"Micronesia, Fed. Sts.",FSM,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.735,32.203,32.541,32.709,32.869,32.845,33.147,33.031,33.389,33.538,33.382,30.926,30.318,25.788,24.117,23.223,29.906,27.522,29.907,33.157,39.777,41.543,40.757,42.028,43.83,46.363,43.426,41.05,36.149,38.267,35.208,36.102,35.096,34.83,34.888
Monaco,MCO,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.61,35.997,37.464,38.079,37.981,37.339,37.2,36.84,36.542,36.276,36.248,35.987,35.508,34.757,34.237,33.721,33.208,32.7,29.093,28.822,27.177,27.327,27.16,26.994,25.314,24.581,21.943,21.713,22.138,28.08,26.694,21.558,25.543,24.981,24.922
Montenegro,MNE,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.375,19.513,19.541,19.574,19.372,19.069,18.828,18.658,18.364,18.96,18.759,18.716,18.624,18.496,18.239,17.996,17.499,17.107,16.697,17.07,16.918,16.733,21.889,19.92,24.485,26.98,29.538,27.777,26.969,31.075,24.849,24.463,24.014,23.719,23.693
Morocco,MAR,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.142,23.81,23.821,23.767,23.278,23.367,22.805,22.728,22.362,22.179,21.975,21.631,21.393,21.397,21.396,21.399,21.379,21.402,21.417,20.305,19.226,18.514,17.432,17.279,18.041,17.34,15.322,14.878,14.464,14.064,12.824,12.905,12.603,12.466,12.32
Mozambique,MOZ,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.932,82.834,82.769,82.606,82.398,82.182,81.97,81.887,81.114,80.224,79.232,78.16,77.023,75.841,74.839,73.826,72.797,71.749,70.684,69.605,68.511,67.406,66.287,65.152,64.001,62.835,62.771,62.705,62.647,62.603,62.024,62.256,61.965,61.577,61.275
Myanmar,MMR,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.171,81.504,80.325,79.652,78.77,77.956,77.214,76.582,75.913,74.537,72.785,71.355,69.836,68.07,66.331,64.574,62.859,61.273,59.888,58.45,57.165,56.48,55.528,54.404,53.338,52.415,48.304,44.205,43.109,40.618,39.041,40.557,40.512,41.387,41.333
Namibia,NAM,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.431,34.336,34.306,34.29,34.263,32.62,31.02,29.468,28.908,28.35,27.795,27.825,27.857,27.891,27.925,27.957,27.987,28.016,28.045,28.074,28.105,28.134,28.167,32.8,30.564,32.424,34.33,30.281,26.441,26.567,26.038,26.12,25.325,25.478,25.303
Nauru,NRU,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.826,17.892,18.018,18.074,18.033,17.961,17.88,17.873,17.944,18.062,18.198,18.371,18.549,18.723,18.916,19.1,19.263,19.432,19.668,19.981,20.355,20.69,20.849,20.847,20.842,20.935,20.9,20.601,20.203,19.827,19.775,19.844,20.024,20.015,19.984
Netherlands,NLD,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.847,83.96,83.532,83.334,83.198,83.409,83.294,83.202,83.162,83,82.835,82.476,82.002,81.562,81.538,81.824,81.7,81.795,81.666,81.3,80.2,80.8,82.3,81.5,79.1,80.8,80.5,80.9,80.9,81.4,80.9,81.4,81.8,83,83.079
New Caledonia,NCL,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.72,41.356,41.664,41.96,41.923,41.366,41.638,41.656,42.498,42.678,42.668,42.817,42.783,42.565,42.327,42.062,41.642,41.407,41.484,41.412,40.769,40.477,40.484,40.493,40.6,38.932,37.29,35.677,34.095,32.548,35.578,34.181,33.601,33.442,33.149
New Zealand,NZL,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.515,63.46,61.474,60.625,62.05,62.982,63.359,63.735,62.009,59.244,59.502,59.727,60.492,59.482,58.648,59.162,61.508,61.946,60.153,58.888,58.047,57.026,57.445,56.033,57.705,59,59.823,61.025,62.831,63.281,61.807,64.256,67.257,68.028,68.48
Nicaragua,NIC,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.103,25.051,25.024,24.957,25.051,25.253,25.604,25.897,26.156,26.568,26.981,27.394,27.805,28.215,28.624,29.027,29.408,29.769,30.124,30.476,30.828,31.18,31.534,31.892,32.257,32.104,31.923,31.731,30.984,30.286,29.671,29.798,29.635,29.59,29.528
Niger,NER,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.234,55.162,55.108,55.062,55.03,55.017,55.075,55.239,55.467,55.734,56.039,56.374,56.73,57.1,57.478,57.858,58.217,58.548,58.851,59.102,59.306,59.43,56.904,54.399,51.937,51.571,51.205,50.836,50.465,50.094,49.618,50.085,48.722,49.074,48.748
Nigeria,NGA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.615,66.918,66.627,67.271,67.881,68.24,68.017,67.96,67.948,68.212,67.891,67.458,65.816,65.178,64.277,63.751,63.275,62.724,62.145,61.384,60.626,60.255,60.038,59.459,58.92,58.909,59.551,59.82,59.916,59.961,60.615,60.439,60.317,65.018,65.025
North Macedonia,MKD,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.144,38.88,38.479,38.079,37.681,37.285,36.89,35.1,33.142,31.24,31.3,29.789,28.32,29.74,28.602,27.49,29.202,27.583,28.1,26.194,22.919,23.854,26.235,27.117,25.307,25.342,23.265,23.559,22.841,25.831,23.359,21.175,20.481,20.496,20.536
Northern Mariana Islands,MNP,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.401,67.933,68.081,67.976,67.473,67.8,67.115,66.957,66.623,65.521,65.13,65.297,64.711,64.393,64.118,64.872,64.201,63.949,63.998,63.3,61.4,61.4,62.5,62.5,60.1,61.6,60.1,58.9,59.5,60.8,61.1,62.8,65.2,66.4,66.551
Oman,OMN,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.915,23.754,23.549,23.364,23.318,23.362,23.414,23.41,23.422,23.437,23.355,23.267,23.212,23.15,22.326,21.524,20.742,19.982,19.242,18.524,17.827,17.15,16.494,15.858,15.243,14.647,14.07,14.022,13.987,14.041,12.993,13.451,13.365,13.37,13.265
Pakistan,PAK,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.638,13.594,13.614,13.109,12.967,10.844,12.452,14.205,14.254,12.26,10.38,12.583,14.991,15.546,16.093,16.588,17.087,17.026,17.603,18.785,19.573,19.261,19.559,19.861,20.107,20.735,19.927,19.132,18.355,20.252,21.148,22.365,21.908,22.031,21.996
Palau,PLW,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.46,33.41,34.467,35.54,35.25,34.88,35.299,35.72,36.13,36.69,36.025,35.365,34.71,35.87,34.88,35.54,33.5,32.82,33.38,34.33,31.941,28.895,31.512,33.832,32.425,30.728,31.468,33.121,33.758,35.697,43.474,28.82,33.351,33.517,33.472
Papua New Guinea,PNG,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.702,60.597,58.832,56.386,56.005,57.335,56.621,58.054,59.454,59.771,60.907,58.773,56.598,54.391,52.163,49.923,47.679,45.44,43.213,41.01,38.838,38.483,37.695,36.997,35.253,34.267,33.403,32.749,32.504,31.74,30.912,30.426,29.676,29.591,29.192
Paraguay,PRY,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.816,46.76,46.69,46.698,46.714,46.754,46.681,46.656,46.542,46.399,46.248,46.155,46.107,42.034,46.305,44.085,44.019,41.939,44.298,48.667,43.358,45.959,47.458,46.733,42.506,40.269,45.354,45.943,46.744,47.303,43.974,48.932,45.659,46.381,46.347
Peru,PER,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.625,36.559,36.441,38.46,40.361,43.917,49.409,55.039,53.78,55.823,53.29,51.133,52.716,54.29,55.85,57.389,59.922,62.224,63.604,63.332,64.382,62.638,62.235,61.168,59.107,55.834,56.237,58.004,57.874,57.911,50.425,54.241,55.727,52.82,52.782
Philippines,PHL,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.477,34.861,35.129,35.167,34.925,34.649,34.224,33.891,34.276,34.151,33.884,33.771,33.57,33.19,32.898,33.435,32.935,32.245,31.51,32.182,32.011,33.186,32.721,31.893,32.679,31.27,30.276,27.565,27.324,27.174,23.334,23.692,25.25,24.802,24.523
Poland,POL,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.747,40.615,40.367,38.302,37.889,35.568,34.579,31.966,32.042,31.369,34.852,36.703,34.015,31.874,31.239,31.793,30.692,29.34,29.569,29.397,29.627,28.077,28.355,27.91,28.664,26.936,28.947,29.661,30.732,30.978,27.382,26.092,26.379,28.424,28.443
Portugal,PRT,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.042,50.987,45.988,43.014,41.56,38.931,38.279,39.771,43.348,42.099,39.9,41.554,41.757,41.404,38.021,38.103,37.644,37.836,38.075,37.227,34.216,35.866,34.907,33.753,33.848,32.82,31.245,32.344,31.697,32.454,28.173,27.203,28.98,33.48,33.53
Puerto Rico,PRI,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.719,19.111,19.703,24.076,24.066,24.06,23.806,25.915,25.422,27.123,25.798,26.175,26.583,28.302,27.034,28.553,25.173,21.197,22.456,20.856,19.337,19.474,19.19,18.907,18.624,18.342,18.038,17.501,17.055,17.009,15.91,16.266,16.32,16.322,16.212
Qatar,QAT,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.523,36.536,36.336,36.238,36.055,35.86,35.592,35.241,35.291,35.36,35.278,35.14,34.879,34.607,34.285,34.356,34.25,34.14,33.071,32.02,31.179,30.35,30.699,31.05,34.868,38.89,39.087,39.284,39.482,39.68,40.52,40.62,41.76,41.707,42.045
Romania,ROU,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.211,26.358,27.097,26.949,26.591,26.035,25.67,26.085,26.248,26.268,26.041,25.468,24.821,24.556,23.649,23.206,22.502,21.794,20.924,18.9,21.6,22.1,21.5,20.8,20.2,21.3,18.6,21.6,20.6,20,20.3,20.4,19,17.6,17.539
Russian Federation,RUS,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.708,48.524,50.886,48.326,46.246,45.999,43.36,40.172,37.552,40.745,39.726,36.724,36.95,35.736,35.597,35.835,35.534,36.013,37.426,38.317,36.737,36.86,35.114,35.493,34.359,33.799,33.274,31.35,30.567,29.555,28.672,28.384,26.19,25.808,25.47
Rwanda,RWA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.809,51.74,51.422,51.033,52.997,55.676,54.392,53.137,51.592,49.885,48.294,46.911,45.866,45.177,44.694,44.387,44.23,44.166,44.1,43.977,43.76,43.488,43.197,42.923,42.64,42.322,41.971,41.583,39.825,39.544,45.169,36.41,37.559,42.466,42.301
Samoa,WSM,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.47,41.82,41.934,41.52,41.999,41.275,40.491,40.543,40.391,40.238,39.71,38.879,38.235,37.628,37.276,36.48,36.259,36.271,35.909,36.072,35.408,35.035,35.636,35.74,35.771,35.402,34.545,34.496,31.84,28.63,25.56,22.722,20.493,19.998,19.609
San Marino,SMR,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.249,25.332,25.412,25.416,25.329,25.163,24.925,24.612,24.193,23.703,23.204,22.896,22.776,22.597,22.499,22.39,22.285,22.284,22.281,22.297,22.282,22.211,22.206,22.229,22.185,22.09,21.845,21.521,21.131,20.716,19.613,19.956,20.734,20.747,20.679
Saudi Arabia,SAU,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.716,6.663,6.65,6.912,7.183,7.463,7.754,8.055,8.367,8.69,7.88,7.28,7.45,7.703,7.964,8.233,8.51,7.23,6.81,6.461,7.147,7.9,8.72,9.31,9.21,8.46,8.73,6.869,7.961,9.697,12.858,13.793,16.842,16.865,16.952
Senegal,SEN,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.926,28.639,28.322,27.991,27.669,27.358,27.075,26.815,26.568,26.336,26.123,25.917,25.651,25.401,25.264,25.147,25.054,24.774,24.507,24.254,24.012,23.773,23.537,23.3,23.062,22.83,26.436,20.658,20.067,19.455,19.019,19.3,19.006,18.818,18.631
Serbia,SRB,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.109,36.35,36.399,36.457,36.103,35.573,34.923,34.135,33.738,34.774,34.092,33.353,32.676,32.193,31.247,30.645,30.08,27.93,27.178,24.456,21.948,20.712,21.847,22.743,21.28,22.635,23.447,24.07,23.314,22.678,21.095,25.68,25.832,26.172,26.05
Seychelles,SYC,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.625,44.704,44.958,45.047,45.166,45.331,45.42,45.565,45.653,45.792,45.861,45.99,45.891,45.848,49.039,47.476,45.926,44.388,42.865,41.36,39.875,38.41,36.968,35.549,34.153,34.048,33.923,33.779,33.621,33.226,32.917,33.199,33.008,32.847,32.774
Singapore,SGP,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.127,47.099,46.629,45.484,45.107,45.097,44.672,44.297,45.55,44.14,43.001,41.87,37.5,38.54,38.34,38.51,38.68,35.22,36.74,33.66,37.55,35.64,36.38,34.49,35.44,39.79,37.69,35.73,36.93,37.91,35.43,42.316,35.073,35.427,35.546
Sint Maarten (Dutch part),SXM,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.814,56.85,52.664,48.44,41.777,40.373,42.209,42.283,41.577,42.487,42.371,41.213,39.185,37.246,35.775,32.365,30.676,30.203,26.731,25.354,25.478,22.696,23.628,23.702,24.697,24.888,24.714,26.475,24.508,22.225,21.018,20.11,20.184,21.176,21.075
Slovenia,SVN,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.751,42.735,42.572,42.231,41.588,41.079,40.68,42.372,41.569,38.962,33.589,31.7,32.601,28.894,35.376,36.262,36.397,35.393,37.387,35.797,34.822,32.312,30.045,30.171,30.43,31.693,30.555,34.929,34.339,32.964,28.668,31.04,33.031,32.93,32.899
Solomon Islands,SLB,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.505,73.206,72.244,72.135,71.602,70.856,70.997,71.41,71.572,71.919,73.824,74.912,75.425,75.026,74.509,74.013,73.826,73.688,73.29,73.232,72.497,71.986,71.993,71.713,71.862,71.956,71.637,71.573,71.539,71.607,70.927,70.746,72.205,72.072,72.045
Somalia,SOM,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.873,11.825,11.579,11.505,11.65,11.734,11.803,11.88,11.94,11.998,12.053,12.114,12.17,12.235,12.333,12.495,12.715,12.883,12.908,12.854,12.779,12.564,12.354,12.284,12.231,12.171,12.118,12.036,11.963,11.906,11.778,11.833,11.939,11.946,11.945
